,Title,Date,URL
34,제일 좋아하는 영화,2023.10.13,https://arca.live/b/gaijin/88702272?near=2023-10-14T00%3A00&tz=%2B0900
35,미라주 잘타는 적 만났는데 완전 무섭네,2023.10.13,https://arca.live/b/gaijin/88702143?near=2023-10-14T00%3A00&tz=%2B0900
36,br패치가 보통 2주뒤 적용이었나?,2023.10.13,https://arca.live/b/gaijin/88702036?near=2023-10-14T00%3A00&tz=%2B0900
37,25bm 타는 갤럼에게 질문,2023.10.13,https://arca.live/b/gaijin/88702033?near=2023-10-14T00%3A00&tz=%2B0900
38,야심한 밤에 다들 고해성사 한번씩 해보자,2023.10.13,https://arca.live/b/gaijin/88701952?near=2023-10-14T00%3A00&tz=%2B0900
39,니미 4킬을 했는데 점수 700점도 못먹음,2023.10.13,https://arca.live/b/gaijin/88701632?near=2023-10-14T00%3A00&tz=%2B0900
40,군복 중에서는 이게 최고임,2023.10.13,https://arca.live/b/gaijin/88701598?near=2023-10-14T00%3A00&tz=%2B0900
41,이번패치 그리펜만던져주고 입닫을것같은건 기분탓인가,2023.10.13,https://arca.live/b/gaijin/88701550?near=2023-10-14T00%3A00&tz=%2B0900
42,10월 업뎃 둘둥 하나 안나오면 직무유기 한거죠,2023.10.13,https://arca.live/b/gaijin/88701418?near=2023-10-14T00%3A00&tz=%2B0900
43,너네 겜할 때 뭐 마시냐,2023.10.13,https://arca.live/b/gaijin/88701298?near=2023-10-14T00%3A00&tz=%2B0900
44,아 시발 오 ㅐ한국트리안주냐고,2023.10.13,https://arca.live/b/gaijin/88701216?near=2023-10-14T00%3A00&tz=%2B0900
